timestamp,min_lum,mean_lum,max_lum,diff_lum,amp_rms,amp_peak,ebu_r128_M
6.072733,12,108.629,255,0.00611871,-25.827179885435758,-34.712367627666076,-37.42332429
6.1061,12,108.63,255,0.00489909,-28.046703644932986,-35.99487407124775,-37.239476999999994
6.139467,12,108.63,255,0.00388238,-28.036931770496405,-36.68806096456194,-37.258496189999995
6.172833,12,108.63,255,0.0450608,-29.61389975485141,-37.40100029127214,-37.27751481
6.2062,12,108.629,255,0.00495334,-30.76482040289691,-38.17922659119673,-37.256916000000004
6.239567,12,108.629,255,0.0114301,-29.16417916733849,-38.12120016218241,-37.06272006
6.272933,12,108.629,255,0.00761068,-26.919732356489945,-36.237511157643084,-36.868529939999995
6.3063,12,108.627,255,0.125804,-27.08210842214307,-36.50170409430957,-36.719882999999996
6.339667,12,108.627,255,0.00445421,-28.711730320442495,-36.643914666432295,-36.76693047
6.373033,12,108.625,255,0.0267112,-30.198144259304463,-37.65806943667386,-36.81397653
6.4064,12,108.625,255,0.00267578,-30.106621750996066,-38.434804216331514,-36.45033600000004
6.439767,12,108.625,255,0.0144021,-32.76165442186179,-38.867946785881685,-34.35622308000002
6.473133,12,108.625,255,0.00211914,-23.828067880607627,-34.10608142853812,-32.26217292000002
6.5065,12,108.628,255,0.0687305,-14.767165696306424,-23.250955474828963,-30.548180000000002
6.539867,12,108.628,255,0.00523763,-15.0959115503211,-22.908231319880002,-30.40536924
6.573233,12,108.627,255,0.0213498,-16.37633404261004,-23.939899219894052,-30.262562759999998
6.6066,12,108.627,255,0.00239692,-20.127501911170594,-28.110872048797695,-30.132226
6.639967,12,108.627,255,0.0160916,-23.782967781746592,-31.39765639867809,-30.052478869999998
6.673333,13,108.631,255,0.0776877,-23.964119587118553,-31.000514539070934,-29.97273413
6.7067,13,108.629,255,0.0107954,-23.4886543630057,-31.6017048893264,-29.915633
6.740067,13,108.631,255,0.0195595,-21.331610722823807,-31.144813585009146,-29.94866633
6.773433,13,108.744,255,0.809677,-25.723870895935875,-33.69958981198142,-29.98169867
6.8068,13,108.718,255,0.0544987,-25.583309868472853,-33.949771370347804,-30.300400000000003
6.840167,13,108.713,255,0.0100911,-27.973253671916762,-34.30097210434538,-31.735181000000004
6.873533,13,108.709,255,0.0181695,-27.768976463110526,-35.23093328902222,-33.16991899999999
6.9069,13,108.709,255,0.00605035,-28.767960155533718,-37.20476956321195,-34.391145
6.940267,13,108.708,255,0.00643229,-23.559551343770526,-33.46175450829663,-34.79321735
6.973633,13,108.69,255,0.105001,-24.87914522008158,-34.5432984379131,-35.19527765
7.007,13,108.658,255,0.197461,-26.37424756281054,-34.67953981555263,-35.585379999999994
7.040367,13,108.657,255,0.096798,-28.131417949467934,-36.74690271808933,-35.93039478
7.073733,13,108.655,255,0.0863108,-29.39617790287806,-37.394628782881796,-36.27539922
7.1071,13,108.651,255,0.0953429,-29.52541225144142,-37.364942685698196,-36.509156999999995
7.140467,13,108.651,255,0.0165571,-30.48595336130121,-39.35368250098435,-36.33131089
7.173833,13,108.649,255,0.0135731,-28.38551978605917,-37.52623725369148,-36.15347011
7.2072,13,108.645,255,0.0798383,-27.144718756679488,-34.577942001546816,-36.028400000000005
7.240567,13,108.644,255,0.024885,-26.73636908836076,-34.60863122608164,-36.095134
7.273933,13,108.642,255,0.151755,-26.669593866691663,-34.387677101153095,-36.161866
7.3073,13,108.642,255,0.0208333,-28.023013169643267,-34.77180654577414,-36.156695
7.340667,13,108.647,255,0.281472,-28.650219893545202,-34.903175074438664,-35.89476405
7.374033,13,108.646,255,0.0135308,-25.406891847700766,-33.82055273299583,-35.63284095
7.4074,13,108.645,255,0.00613281,-20.596807573149572,-30.139763927623846,-35.420564
7.440767,13,108.641,255,0.070765,-25.316397626212964,-33.40969175924626,-35.38252562
7.474133,13,108.64,255,0.0769325,-26.939694395396813,-35.14755586471664,-35.34448838
7.5075,13,108.633,255,0.151903,-28.868712840950707,-36.57856578062162,-35.343424999999996
7.540867,13,108.63,255,0.0835178,-30.134782927858232,-36.93842838194348,-35.469885930000004
7.574233,13,108.629,255,0.0171039,-30.57670421833684,-37.304684411080906,-35.59634307
7.6076,13,108.629,255,0.073482,-27.81568315918998,-37.340859504289135,-35.724324
7.640967,13,108.629,255,0.0233496,-26.524386011999624,-35.85754792284616,-35.85745833
7.674333,13,108.63,255,0.01838,-27.59435708423569,-35.92091294403038,-35.99058867
7.7077,13,108.632,255,0.142957,-28.29401089678447,-35.59220016208868,-36.040486
7.741067,13,108.751,255,0.695804,-29.002177832513013,-36.02607429723903,-35.81292306
7.774433,13,108.708,255,0.134056,-27.95438216790102,-36.282324611418396,-35.58536694
7.8078,13,108.706,255,0.0168869,-28.449552478648098,-36.545652557164956,-35.371922
7.841167,13,108.696,255,0.0767036,-22.509306487297234,-31.990503169119663,-35.204753329999996
7.874533,13,108.695,255,0.0100933,-19.894140704729697,-30.576178519054935,-35.03758967
7.9079,13,108.693,255,0.0125738,-24.898812256351352,-34.1465202509609,-34.877531
7.941267,13,108.689,255,0.0717263,-26.778703545586644,-34.25323129348896,-34.74039263
7.974633,13,108.683,255,0.098406,-27.79943784419237,-34.90169485384832,-34.60325837
8.008,13,108.658,255,0.133974,-26.696212505929804,-34.48285302718795,-34.492520000000006
8.041367,13,108.656,255,0.0198589,-25.803280137995703,-34.38745797815693,-34.46549273
8.074733,13,108.654,255,0.0299512,-25.380817862513474,-33.54359512928327,-34.43846627
8.1081,13,108.651,255,0.0162337,-26.40204635981817,-35.35475956635261,-34.51236500000001
8.141467,13,108.651,255,0.0204622,-26.834970857122748,-35.21488807537617,-34.90109055000001
8.174833,13,108.64,255,0.131611,-28.49727499142169,-36.31443888693569,-35.28980445
8.2082,13,108.639,255,0.0144444,-29.01316996090571,-37.81074489945157,-35.20210999999998
8.241567,13,108.637,255,0.0296723,-32.08631847363239,-39.33379114667415,-33.65221285
8.274933,13,108.638,255,0.0202669,-21.90123507467287,-35.860569808465684,-32.102362149999976
8.3083,13,108.638,255,0.019477,-14.93831885923217,-23.549160352833646,-30.918993000000004
8.341667,13,108.637,255,0.140373,-15.222174444360919,-22.921110052685655,-30.84258257
8.375033,13,108.637,255,0.0171387,-18.830317754183657,-26.2016144865701,-30.76617443
8.4084,13,108.636,255,0.0064974,-21.757083616668204,-30.799327976938233,-30.70522
8.441767,13,108.637,255,0.0188357,-23.842981020578446,-31.946323813528355,-30.69020485
8.475133,13,108.638,255,0.184174,-24.568187980031794,-32.193377330739644,-30.675190150000002
8.5085,13,108.637,255,0.0587012,-27.258984006703177,-34.63551757511828,-30.667145
8.541867,13,108.638,255,0.0251237,-25.855537424861637,-34.055089148589076,-30.679490790000003
8.575233,13,108.638,255,0.0357335,-28.570660904936027,-35.96290663010362,-30.69183621
8.6086,13,108.639,255,0.0102159,-28.121446535530385,-35.75002472621166,-31.04353799999998
8.641967,13,108.638,255,0.016811,-27.478170288660618,-35.80505264580686,-32.37254560999999
8.675333,13,108.638,255,0.0513661,-27.77210959051284,-36.43712355873256,-33.70151339000003
8.7087,14,108.624,255,0.7341,-28.266346954155534,-36.284355350958606,-34.79135800000001
8.742067,14,108.622,255,0.0348817,-24.20398774144552,-33.25236992950215,-35.203106780000006
8.775433,14,108.62,255,0.0119629,-23.908938101532875,-34.05930193474894,-35.61484321999999
8.8088,14,108.619,255,0.0627799,-26.666177329989573,-34.92404954302991,-35.960415999999995
8.842167,14,108.616,255,0.0635428,-29.463223098439038,-37.53656434256786,-36.12124494
8.875533,14,108.617,255,0.0136892,-28.899047314864287,-37.86962835859934,-36.28206906
8.9089,14,108.616,255,0.0574924,-30.785700815075106,-38.65994957249325,-36.343841000000005
8.942267,14,108.618,255,0.0174208,-30.34899892138967,-39.85944136759974,-36.13329523
8.975633,14,108.618,255,0.0160102,-26.83674047616369,-35.44883210026716,-35.922755769999995
9.009,14,108.613,255,0.0399685,-24.824359829841097,-33.90780565405711,-35.82786
9.042367,14,108.615,255,0.0399197,-25.276040874513665,-34.52233487540429,-36.046080180000004
9.075733,14,108.613,255,0.0465408,-26.59944375530859,-34.86846220517507,-36.26429382
9.1091,14,108.613,255,0.0178092,-28.0362118568415,-35.44680604603197,-36.297875
9.142467,14,108.618,255,0.153624,-28.76431088182628,-36.141953528992644,-35.83907875
9.175833,14,108.619,255,0.0870898,-23.93619182150536,-35.25805776338212,-35.38029624999998
9.2092,14,108.62,255,0.032997,-20.533522090048276,-29.884859682463823,-35.022332
9.242567,14,108.623,255,0.0166764,-23.87050798696908,-32.715967481016186,-34.929238070000004
9.275933,14,108.624,255,0.0663683,-25.906575888670137,-34.40236611587684,-34.83614693
9.3093,14,108.623,255,0.0115299,-25.627319590231554,-34.06031590367488,-34.786297999999995
9.342667,14,108.629,255,0.0992502,-26.535863453475887,-34.22957813579901,-34.84836062
9.376033,14,108.633,255,0.125651,-29.00950603796759,-36.220478088965976,-34.910421379999995
9.4094,14,108.633,255,0.0623958,-25.763903592556115,-36.09737004692257,-34.972953999999994
9.442767,14,108.63,255,0.100984,-24.972269382394316,-34.39956345232965,-35.036684969999996
9.476133,14,108.63,255,0.147603,-28.455558373693332,-34.79552218248724,-35.10041403
9.5095,14,108.625,255,0.0655306,-28.88621019565013,-35.94125079347519,-35.15493
9.542867,14,108.625,255,0.00830621,-29.535724104064137,-36.437911688932644,-35.18629498
9.576233,14,108.623,255,0.0160742,-29.016328745289204,-36.34792802868661,-35.21765902
9.6096,14,108.624,255,0.139639,-28.508187517086164,-37.25712821192512,-35.163008
9.642967,14,108.625,255,0.0166406,-21.30160276543388,-31.278381654057103,-34.89540466
9.676333,14,108.614,255,0.718711,-22.655577099704676,-32.00192778230909,-34.62780934
9.7097,14,108.615,255,0.0320193,-23.871915626353545,-32.114763755589934,-34.401819
9.743067,14,108.615,255,0.011199,-24.737999665447898,-32.07435581779403,-34.27736009
9.776433,14,108.617,255,0.0633377,-25.869330316692444,-32.298243940795935,-34.15290491
9.8098,14,108.616,255,0.00743273,-26.133069147142912,-32.45362674987108,-34.041088
9.843167,14,108.57,255,0.0809711,-26.652113053672718,-33.375627141049065,-33.95967252
9.876533,14,108.482,255,0.117813,-26.757271123423806,-35.45773346575728,-33.87825948
9.9099,14,108.358,255,0.194776,-25.88801076182441,-34.698284305161,-33.872183
9.943267,14,108.222,255,0.180308,-27.55504784156749,-33.973879002624926,-34.04469039
9.976633,14,108.256,255,0.0843164,-29.629665134017717,-35.03893989767026,-34.21719261
10.01,14,108.376,255,0.1765,-27.79381855198272,-34.29178180617793,-33.894000000000005
10.043367,14,108.476,255,0.13687,-28.907870888763888,-35.12198490840482,-32.4125052
10.076733,14,108.567,255,0.147241,-24.421348482703316,-32.76589645776674,-30.931054799999952
10.1101,14,108.624,255,0.0909896,-15.26198608372015,-23.537575261191815,-29.845581000000003
10.143467,14,108.632,255,0.0361502,-14.731841958470078,-22.46895170300933,-29.67240627
10.176833,14,108.64,255,0.0764073,-16.273679195424933,-24.810933317676838,-29.499236729999996
10.2102,14,108.644,255,0.0283301,-19.789285500328162,-27.599782484391174,-29.350133999999997
10.243567,14,108.642,255,0.100961,-23.44969097398394,-30.452838394740507,-29.25570539
10.276933,14,108.644,255,0.0306152,-23.001904531920843,-29.336213914596378,-29.16127961
10.3103,14,108.648,255,0.165751,-23.23145041470965,-31.527127939952184,-29.084670000000003
10.343667,14,108.648,255,0.0140224,-23.599481153463937,-31.428784551139028,-29.047966300000002
10.377033,14,108.646,255,0.0452854,-24.004244576571526,-30.496360640416274,-29.0112637
10.4104,14,108.647,255,0.013125,-24.276410251617143,-30.412545459266926,-29.343135999999962
10.443767,14,108.649,255,0.118801,-25.636561871138507,-33.06966720301871,-30.488958779999972
10.477133,14,108.65,255,0.0175195,-27.56954051792997,-33.473614680073126,-31.63474722000001
10.5105,14,108.654,255,0.147862,-28.828409185581023,-36.53159334078653,-32.547785000000005
