timestamp,min_lum,mean_lum,max_lum,diff_lum,amp_rms,amp_peak,ebu_r128_M
1.1,0,112.304,172,0.44944,-32.45149387259175,-39.54398829981719,-40.524
1.133333,0,112.327,172,0.310153,-31.273042914358015,-39.36560539525616,-40.6173324
1.166667,0,112.32,172,0.188536,-31.4906777228238,-41.30550243945999,-40.7106676
1.2,0,112.319,172,0.00521918,-32.78985358833732,-41.49455860380631,-40.804
1.233333,0,112.349,172,0.797826,-33.08253463591619,-42.58531949017953,-40.755333820000004
1.266667,0,112.319,172,0.468614,-32.79375086326349,-41.71605158060282,-40.70666618
1.3,0,112.44,172,0.499876,-31.62077173355834,-41.00116929986407,-40.658
1.333333,0,112.408,172,0.675158,-32.22965622326911,-39.97997082313786,-40.90966415
1.366667,0,112.399,172,0.048852,-32.79413137798819,-39.99129756848223,-41.16133585
1.4,0,112.374,172,0.502121,-32.880111038438095,-40.72657527094173,-41.413
1.433333,0,112.463,172,0.381749,-34.852053456548234,-42.85564834780163,-41.578665009999995
1.466667,0,112.47,172,0.588321,-36.28776998457788,-44.72421238663104,-41.74433499
1.5,0,112.459,172,0.44508,-36.174207292678354,-45.79819998645355,-41.91
1.533333,0,112.454,172,0.0486296,-32.37178346196034,-42.72784710997047,-41.79633447
